#EC;PRODUTO;CAMPO;VALOR_STAR;VALOR_SEC;EC_MATRIZ
"1002996900";"40";"FATOR_2";"0.00";"SEM VALOR";"1002996900"
"1002996900";"40";"PRAZO_LIQUIDACAO_FLEX";"5";"0";"1002996900"
"1002996900";"40";"STATUS_SERVICO";"S";"SEM VALOR";"1002996900"
"1003007713";"10";"FATOR_1";"3.99";"SEM VALOR";"1003007713"
"1003007713";"10";"FATOR_2";"0.00";"SEM VALOR";"1003007713"
"1003007713";"10";"PRAZO_LIQUIDACAO_FLEX";"5";"0";"1003007713"
"1003007713";"10";"STATUS_SERVICO";"S";"SEM VALOR";"1003007713"
"1003007713";"20";"FATOR_1";"3.99";"SEM VALOR";"1003007713"
"1003007713";"20";"FATOR_2";"0.00";"SEM VALOR";"1003007713"
"1003007713";"20";"PRAZO_LIQUIDACAO_FLEX";"5";"0";"1003007713"
"1003007713";"20";"STATUS_SERVICO";"S";"SEM VALOR";"1003007713"
"1003007713";"40";"FATOR_1";"3.99";"SEM VALOR";"1003007713"
"1003007713";"40";"FATOR_2";"0.00";"SEM VALOR";"1003007713"
"1003007713";"40";"PRAZO_LIQUIDACAO_FLEX";"5";"0";"1003007713"
"1003007713";"40";"STATUS_SERVICO";"S";"SEM VALOR";"1003007713"
"1003008965";"10";"FATOR_1";"2.99";"SEM VALOR";"1003008965"
"1003008965";"10";"FATOR_2";"0.00";"SEM VALOR";"1003008965"
